open_time_ms,close_time_ms,open,high,low,close,volume
1785114000000,1785117599999,65131.96,65225.75,64892.03,65206.21,478.78723
1785117600000,1785121199999,65206.21,65281.64,65118.08,65172.0,475.81825
1785121200000,1785124799999,65172.02,65367.73,65161.99,65284.0,519.18282
1785124800000,1785128399999,65284.0,65500.0,65242.69,65282.8,331.55981
1785128400000,1785131999999,65282.81,65493.38,65282.8,65468.38,284.79372
1785132000000,1785135599999,65468.38,65744.6,65404.9,65416.76,867.3473
1785135600000,1785139199999,65416.77,65447.02,65217.16,65221.99,1066.09119
1785139200000,1785142799999,65221.99,65258.0,65128.85,65162.98,724.97518
1785142800000,1785146399999,65162.98,65348.17,65100.0,65262.17,1478.16072
1785146400000,1785149999999,65262.18,65432.0,65230.01,65333.35,412.29993
1785150000000,1785153599999,65333.35,65333.36,65092.0,65100.79,287.15002
1785153600000,1785157199999,65100.79,65255.76,64836.0,65086.0,587.73231
1785157200000,1785160799999,65086.0,65718.0,64913.12,65217.37,1076.54142
1785160800000,1785164399999,65217.38,65431.9,64459.82,64687.45,1132.47674
1785164400000,1785167999999,64687.45,64776.0,64418.01,64554.01,596.28993
1785168000000,1785171599999,64554.0,64970.93,64517.78,64898.52,473.37301
1785171600000,1785175199999,64898.53,65090.0,64794.37,65019.81,404.49207
1785175200000,1785178799999,65019.81,65058.32,64755.67,64878.0,323.26344
1785178800000,1785182399999,64878.0,65078.0,64810.9,64984.0,291.82434
1785182400000,1785185999999,64983.99,65056.0,64908.01,64960.65,197.69959
1785186000000,1785189599999,64960.64,64960.65,64790.28,64821.25,238.07403
1785189600000,1785193199999,64821.26,64821.26,63792.0,63792.0,1130.54656
1785193200000,1785196799999,63792.01,63940.27,63605.56,63755.86,947.65195
1785196800000,1785200399999,63755.86,63827.49,63469.3,63487.88,711.04544
1785200400000,1785203999999,63487.88,63529.89,63059.39,63230.83,1245.20979
1785204000000,1785207599999,63230.82,63305.94,63108.0,63185.59,429.21894
1785207600000,1785211199999,63185.59,63375.39,63168.01,63343.83,728.50056
1785211200000,1785214799999,63343.82,63361.85,63221.26,63350.95,343.17382
1785214800000,1785218399999,63350.95,63623.5,63323.09,63451.61,390.51839
1785218400000,1785221999999,63451.62,63660.72,63395.13,63640.63,460.72288
1785222000000,1785225599999,63640.63,63668.71,63455.58,63505.99,985.9853
1785225600000,1785229199999,63506.0,63546.36,63406.11,63428.08,281.48766
1785229200000,1785232799999,63428.07,63581.33,63368.81,63393.99,315.43759
1785232800000,1785236399999,63393.99,63555.18,63294.0,63473.47,416.0357
1785236400000,1785239999999,63473.48,63593.0,63352.0,63450.0,405.45329
1785240000000,1785243599999,63449.99,63570.0,63364.96,63546.65,440.98415
1785243600000,1785247199999,63546.65,63588.0,62742.47,63104.0,1615.91422
1785247200000,1785250799999,63104.0,63550.0,62965.38,63412.45,868.98588
1785250800000,1785254399999,63412.45,64026.62,63269.28,63928.47,945.11572
1785254400000,1785257999999,63928.46,64100.0,63773.65,64043.26,517.94749
1785258000000,1785261599999,64043.27,64043.27,63504.0,63685.88,527.24876
1785261600000,1785265199999,63685.88,63849.09,63672.26,63734.49,311.5129
1785265200000,1785268799999,63734.49,63904.0,63675.93,63904.0,333.27009
1785268800000,1785272399999,63904.0,64018.39,63880.0,63917.55,300.22119
1785272400000,1785275999999,63917.55,64073.3,63892.0,63972.44,227.23863
1785276000000,1785279599999,63972.44,64020.76,63768.47,63783.71,319.67019
1785279600000,1785283199999,63783.72,63956.4,63562.0,63915.0,768.93138
1785283200000,1785286799999,63915.0,64200.0,63873.54,63953.99,862.01004
1785286800000,1785290399999,63954.0,63999.0,63690.0,63705.06,643.74129
1785290400000,1785293999999,63705.07,64132.42,63658.0,63979.96,459.75103
1785294000000,1785297599999,63979.96,64002.0,63710.0,63753.03,381.54189
1785297600000,1785301199999,63753.04,63970.92,63598.0,63968.34,635.48596
1785301200000,1785304799999,63968.34,64094.2,63890.07,64067.32,612.17163
1785304800000,1785308399999,64067.32,64471.0,64026.64,64435.62,959.62083
1785308400000,1785311999999,64435.63,64575.99,64402.67,64561.0,512.31101
1785312000000,1785315599999,64561.01,64588.0,64283.83,64417.31,442.88681
1785315600000,1785319199999,64417.31,64744.81,64386.94,64698.0,689.93306
1785319200000,1785322799999,64698.01,64718.0,64410.24,64469.83,337.46395
1785322800000,1785326399999,64469.84,64591.73,64422.5,64507.54,317.77588
1785326400000,1785329999999,64507.53,64507.54,64215.93,64276.81,475.5158
1785330000000,1785333599999,64276.82,64667.18,64139.68,64664.7,795.5697
1785333600000,1785337199999,64664.69,64718.87,64047.71,64108.01,736.50705
1785337200000,1785340799999,64108.01,64195.0,63886.0,63964.01,727.70384
1785340800000,1785344399999,63964.01,64146.53,63624.15,63808.33,758.02868
1785344400000,1785347999999,63808.33,64286.71,63709.19,64269.83,486.13508
1785348000000,1785351599999,64269.83,64648.79,63758.0,64501.52,1896.70634
1785351600000,1785355199999,64501.52,64600.0,63511.0,63589.46,1453.05091
1785355200000,1785358799999,63589.46,63746.42,63378.09,63522.01,788.59239
1785358800000,1785362399999,63522.01,63860.0,63267.34,63860.0,771.02443
1785362400000,1785365999999,63860.0,64131.44,63859.99,63942.5,704.70887
1785366000000,1785369599999,63942.5,64067.12,63899.0,63984.28,331.88265
1785369600000,1785373199999,63984.29,64125.61,63603.92,63696.72,649.94769
1785373200000,1785376799999,63696.73,64370.0,63690.0,64266.0,686.07285
1785376800000,1785380399999,64266.01,64411.76,64159.63,64189.99,575.1734
1785380400000,1785383999999,64190.0,64300.91,64133.99,64161.98,422.8264
1785384000000,1785387599999,64161.98,64180.0,64008.5,64023.99,927.45873
1785387600000,1785391199999,64024.0,64182.0,63907.85,64033.89,766.12333
1785391200000,1785394799999,64033.9,64080.0,63957.2,64002.0,642.99866
1785394800000,1785398399999,64001.99,64144.06,63943.29,64026.0,710.04842
1785398400000,1785401999999,64026.0,64358.99,63980.54,64308.01,1143.21426
1785402000000,1785405599999,64308.01,64641.37,64283.8,64567.56,2560.14823
1785405600000,1785409199999,64567.55,64631.99,64562.0,64570.72,459.04462
1785409200000,1785412799999,64570.72,64885.18,64542.73,64788.0,630.38864
1785412800000,1785416399999,64788.01,65043.94,64788.0,64925.0,819.62205
1785416400000,1785419999999,64925.0,65176.6,64689.02,65022.01,1173.19736
1785420000000,1785423599999,65022.0,65042.0,64620.0,64683.97,1065.79722
1785423600000,1785427199999,64683.97,64888.0,64607.31,64730.3,678.51535
1785427200000,1785430799999,64730.29,64963.64,64729.56,64818.01,615.24584
1785430800000,1785434399999,64818.01,64988.0,64772.0,64872.0,452.4677
1785434400000,1785437999999,64871.99,64899.8,64688.0,64702.8,263.9882
1785438000000,1785441599999,64702.8,64904.0,64702.79,64800.0,356.88836
1785441600000,1785445199999,64800.0,64936.0,64752.12,64777.37,330.42092
1785445200000,1785448799999,64777.38,64802.48,64700.34,64735.53,227.76045
1785448800000,1785452399999,64735.53,65029.29,64668.91,64851.16,482.45748
1785452400000,1785455999999,64851.16,65086.4,64740.0,64780.02,491.7787
1785456000000,1785459599999,64780.03,64901.55,64690.29,64724.91,660.4309
1785459600000,1785463199999,64724.92,65409.56,64480.44,64564.01,1217.00276
1785463200000,1785466799999,64564.0,64614.0,64203.58,64297.79,855.65776
1785466800000,1785470399999,64297.79,64439.81,64172.0,64370.0,548.04563
1785470400000,1785473999999,64370.0,64438.0,64236.0,64300.0,391.13431
1785474000000,1785477599999,64299.99,64421.68,64268.47,64363.06,529.40293
1785477600000,1785481199999,64363.06,64496.64,64196.08,64231.97,503.77566
1785481200000,1785484799999,64231.97,64245.57,63878.11,63950.01,3088.95651
1785484800000,1785488399999,63950.01,63987.36,63784.67,63834.01,734.18718
1785488400000,1785491999999,63834.01,63847.13,63638.18,63715.9,562.33026
1785492000000,1785495599999,63715.91,63951.77,63610.0,63918.67,422.39058
1785495600000,1785499199999,63918.68,64011.99,63792.01,63805.51,287.14604
1785499200000,1785502799999,63805.5,63830.62,63627.66,63754.01,516.25828
1785502800000,1785506399999,63754.01,63849.19,63241.71,63270.73,1511.53534
1785506400000,1785509999999,63270.72,63310.0,62466.0,62682.06,3628.40429
1785510000000,1785513599999,62682.05,62769.36,62490.24,62716.57,965.95557
1785513600000,1785517199999,62716.57,62931.79,62709.01,62870.88,857.24803
1785517200000,1785520799999,62870.87,63301.68,62800.0,63245.44,856.72938
1785520800000,1785524399999,63245.44,63302.0,62966.0,63097.57,753.45664
1785524400000,1785527999999,63097.57,63158.0,62936.29,62972.0,304.88916
1785528000000,1785531599999,62972.0,63034.0,62928.35,62953.7,318.42027
1785531600000,1785535199999,62953.7,63062.47,62846.0,62947.78,334.75985
1785535200000,1785538799999,62947.77,63020.0,62870.01,62950.0,440.99494
1785538800000,1785542399999,62950.01,63013.52,62860.64,62887.88,186.49459
1785542400000,1785545999999,62887.88,63024.04,62887.87,62938.01,517.26897
1785546000000,1785549599999,62938.01,62990.0,62923.47,62975.01,386.71985
1785549600000,1785553199999,62975.0,63106.55,62975.0,63075.07,348.67082
1785553200000,1785556799999,63075.08,63075.08,62970.65,63004.48,388.95582
1785556800000,1785560399999,63004.47,63115.37,62993.2,63115.01,223.92941
1785560400000,1785563999999,63115.0,63142.85,63000.85,63020.0,458.27671
1785564000000,1785567599999,63020.0,63086.65,62992.82,63080.64,434.87477
1785567600000,1785571199999,63080.65,63110.89,63034.0,63050.46,150.69173
1785571200000,1785574799999,63050.45,63150.0,63050.45,63126.25,106.02817
1785574800000,1785578399999,63126.25,63139.54,63046.33,63053.17,228.45152
1785578400000,1785581999999,63053.17,63111.09,62986.31,63056.0,321.04349
1785582000000,1785585599999,63055.99,63091.97,63037.72,63076.0,179.08594
1785585600000,1785589199999,63076.0,63119.4,63076.0,63103.68,320.18632
1785589200000,1785592799999,63103.68,63106.83,63051.0,63069.32,187.46878
1785592800000,1785596399999,63069.31,63127.07,63069.31,63126.52,385.79335
1785596400000,1785599999999,63126.53,63126.53,63007.05,63007.06,164.42533
1785600000000,1785603599999,63007.06,63027.65,62874.0,62932.32,327.87182
1785603600000,1785607199999,62932.32,62996.0,62666.0,62708.07,359.17517
1785607200000,1785610799999,62708.06,62734.0,62275.0,62580.56,931.42897
1785610800000,1785614399999,62580.55,62624.0,62461.17,62529.82,312.52626
1785614400000,1785617999999,62529.81,62674.98,62482.99,62662.13,183.46966
1785618000000,1785621599999,62662.14,62864.0,62662.13,62812.75,229.38386
1785621600000,1785625199999,62812.76,62866.62,62794.17,62831.28,129.54917
1785625200000,1785628799999,62831.29,62862.8,62769.97,62823.64,287.81315
1785628800000,1785632399999,62823.65,62979.99,62806.58,62833.99,397.27424
1785632400000,1785635999999,62834.0,63088.0,62834.0,62981.87,215.77694
1785636000000,1785639599999,62981.87,63547.7,62958.54,63451.58,1068.41906
1785639600000,1785643199999,63451.58,63550.0,63380.0,63461.95,388.55462
1785643200000,1785646799999,63461.95,63612.0,63461.95,63590.0,302.37117
1785646800000,1785650399999,63590.0,63634.0,63415.26,63453.27,261.31562
1785650400000,1785653999999,63453.27,63498.15,63435.99,63482.49,160.39885
1785654000000,1785657599999,63482.49,63544.51,63480.0,63506.24,412.11258
1785657600000,1785661199999,63506.23,63530.0,63172.0,63193.99,542.79786
1785661200000,1785664799999,63194.0,63320.0,63094.0,63273.94,277.11141
1785664800000,1785668399999,63273.94,63273.94,63125.06,63205.03,200.2751
1785668400000,1785671999999,63205.03,63206.0,62982.38,63031.99,373.06149
1785672000000,1785675599999,63031.99,63231.67,63031.99,63125.49,247.99863
1785675600000,1785679199999,63125.49,63146.89,63010.0,63126.92,262.12825
1785679200000,1785682799999,63126.92,63186.0,63062.0,63069.37,314.22912
1785682800000,1785686399999,63069.37,63186.0,63050.0,63109.14,191.05332
1785686400000,1785689999999,63109.13,63273.49,63064.01,63180.36,267.96361
1785690000000,1785693599999,63180.36,63342.0,63152.0,63300.28,318.39177
1785693600000,1785697199999,63300.0,63610.01,63290.0,63382.01,518.81545
1785697200000,1785700799999,63382.01,63479.85,63323.89,63456.01,247.35839
1785700800000,1785704399999,63456.0,63501.48,63404.69,63494.52,140.51262
1785704400000,1785707999999,63494.51,63785.0,63479.45,63578.0,457.27756
1785708000000,1785711599999,63578.01,63796.33,63376.71,63424.58,484.1409
1785711600000,1785715199999,63424.58,63596.0,63344.0,63570.0,337.67298
1785715200000,1785718799999,63570.01,63596.0,63208.3,63317.6,357.32342
1785718800000,1785722399999,63317.61,63350.0,63111.1,63212.16,372.31318
1785722400000,1785725999999,63212.16,63286.0,63100.0,63141.4,334.18959
1785726000000,1785729599999,63141.39,63168.44,62786.04,62870.49,516.46423
1785729600000,1785733199999,62870.48,63001.77,62770.37,62790.0,320.41763
1785733200000,1785736799999,62790.0,62875.02,62751.3,62827.17,546.69206
1785736800000,1785740399999,62827.17,62872.58,62613.0,62623.6,396.31841
1785740400000,1785743999999,62623.6,62700.0,62552.04,62621.1,1264.72827
1785744000000,1785747599999,62621.1,62647.69,62300.0,62541.5,657.33122
1785747600000,1785751199999,62541.5,62863.1,62520.0,62837.4,585.41075
1785751200000,1785754799999,62837.4,62860.0,62615.11,62742.01,443.80935
1785754800000,1785758399999,62742.01,62778.92,62540.95,62560.01,282.26451
1785758400000,1785761999999,62560.01,62799.3,62445.26,62700.0,437.23263
1785762000000,1785765599999,62700.01,63390.0,62562.42,63351.09,1121.39133
1785765600000,1785769199999,63351.09,63992.71,63136.0,63967.19,2387.82383
1785769200000,1785772799999,63967.19,63989.75,63646.59,63694.91,1368.53804
1785772800000,1785776399999,63694.9,63939.99,63664.0,63776.46,800.0795
1785776400000,1785779999999,63776.46,64059.75,63714.55,63906.0,628.1066
1785780000000,1785783599999,63905.99,64000.0,63768.0,63870.87,368.04477
1785783600000,1785787199999,63870.87,64080.0,63846.0,63869.38,545.18183
1785787200000,1785790799999,63869.38,64023.61,63769.92,63775.43,498.9936
1785790800000,1785794399999,63775.43,63791.98,63548.0,63590.15,427.95014
1785794400000,1785797999999,63590.15,63680.0,63392.01,63618.0,422.48287
1785798000000,1785801599999,63618.01,63621.35,63465.43,63520.0,460.20967
1785801600000,1785805199999,63520.0,63585.09,63322.01,63361.99,536.23408
1785805200000,1785808799999,63362.0,63927.99,63361.99,63847.93,808.63269
1785808800000,1785812399999,63847.92,63972.0,63686.44,63822.44,596.20908
1785812400000,1785815999999,63822.45,63860.0,63649.0,63800.01,343.13285
1785816000000,1785819599999,63800.01,64243.81,63762.0,64029.0,795.09044
1785819600000,1785823199999,64029.01,64056.0,63788.23,63818.48,306.74636
1785823200000,1785826799999,63818.47,63859.71,63654.16,63670.0,321.82249
1785826800000,1785830399999,63670.0,63763.63,63506.78,63685.74,779.79552
1785830400000,1785833999999,63685.73,63748.22,63564.99,63588.94,412.14854
1785834000000,1785837599999,63589.04,63610.0,63516.43,63603.73,356.68509
1785837600000,1785841199999,63603.73,63842.0,63451.8,63764.0,613.8334
1785841200000,1785844799999,63763.99,63950.0,63712.0,63926.0,457.77198
1785844800000,1785848399999,63926.0,64062.46,63788.0,63906.41,546.54537
1785848400000,1785851999999,63906.41,64097.74,63656.0,63683.94,1052.90355
1785852000000,1785855599999,63683.95,64193.54,63615.38,64128.72,879.92592
1785855600000,1785859199999,64128.73,64238.0,63814.29,64125.14,876.1178
1785859200000,1785862799999,64125.14,64130.0,63897.22,63950.93,546.40306
1785862800000,1785866399999,63950.94,64184.0,63892.0,63972.09,719.77508
1785866400000,1785869999999,63972.09,64400.0,63965.73,64305.99,693.34672
1785870000000,1785873599999,64305.99,64413.21,64193.57,64233.36,534.82384
1785873600000,1785877199999,64233.35,64420.0,64001.68,64341.0,558.35238
1785877200000,1785880799999,64341.0,64341.99,64175.52,64194.0,220.73608
1785880800000,1785884399999,64193.99,64293.91,64140.0,64270.61,181.53234
1785884400000,1785887999999,64270.62,64549.16,64081.26,64106.56,551.91443
1785888000000,1785891599999,64106.55,64193.25,63978.44,63988.0,649.78599
1785891600000,1785895199999,63988.0,64346.0,63950.0,64333.84,393.02738
1785895200000,1785898799999,64333.85,64504.0,64322.59,64368.26,562.72054
1785898800000,1785902399999,64368.27,64446.0,64046.0,64183.27,445.73851
1785902400000,1785905999999,64183.27,64218.0,64088.01,64176.7,184.21473
1785906000000,1785909599999,64176.69,64525.97,64163.36,64330.87,480.37923
1785909600000,1785913199999,64330.86,64373.31,64229.34,64253.58,396.58374
1785913200000,1785916799999,64253.59,64272.0,63995.89,64163.99,577.00898
1785916800000,1785920399999,64164.0,64280.0,64098.0,64120.81,335.28683
1785920400000,1785923999999,64120.81,64210.83,64102.95,64155.05,184.00109
1785924000000,1785927599999,64155.06,64242.93,64020.0,64062.23,387.90421
1785927600000,1785931199999,64062.23,64150.0,64044.5,64075.28,258.58817
1785931200000,1785934799999,64075.28,64581.43,64050.0,64332.43,1037.97436
1785934800000,1785938399999,64332.43,64412.0,63880.0,64407.99,1022.29322
1785938400000,1785941999999,64407.99,64578.0,64300.0,64476.39,1047.50709
1785942000000,1785945599999,64476.4,64744.0,64385.49,64388.01,986.83874
1785945600000,1785949199999,64388.01,64760.99,64388.0,64661.99,538.9344
1785949200000,1785952799999,64661.99,64804.0,64541.71,64770.0,480.07544
1785952800000,1785956399999,64770.0,64844.99,64670.01,64799.1,509.17226
1785956400000,1785959999999,64799.1,64936.18,64781.79,64840.28,466.98679
1785960000000,1785963599999,64840.27,65025.22,64806.46,64822.89,498.389
1785963600000,1785967199999,64822.88,64825.78,64657.69,64733.13,467.37291
1785967200000,1785970799999,64733.13,64783.84,64629.81,64636.0,271.07045
1785970800000,1785974399999,64636.0,64749.99,64579.15,64665.23,561.00122
1785974400000,1785977999999,64665.24,64724.38,64572.0,64644.99,476.9934
1785978000000,1785981599999,64644.92,64659.65,64498.0,64580.07,393.9399
1785981600000,1785985199999,64580.08,64650.62,64439.34,64579.36,432.25507
1785985200000,1785988799999,64579.36,64583.63,64493.2,64531.03,197.99261
1785988800000,1785992399999,64531.03,64755.72,64496.27,64734.65,354.38235
1785992400000,1785995999999,64734.65,64996.0,64730.26,64908.09,515.23827
1785996000000,1785999599999,64908.1,64908.1,64745.69,64860.0,233.29381
1785999600000,1786003199999,64860.0,64965.66,64776.0,64809.7,679.84082
1786003200000,1786006799999,64809.7,64999.0,64760.0,64941.99,323.50568
1786006800000,1786010399999,64942.0,64944.0,64630.0,64683.62,404.08385
1786010400000,1786013999999,64683.62,64685.05,64581.21,64615.95,207.8831
1786014000000,1786017599999,64615.95,64661.26,64503.54,64622.09,372.14171
1786017600000,1786021199999,64622.08,64637.68,64381.96,64424.0,336.45805
1786021200000,1786024799999,64424.01,64524.21,64172.0,64434.01,870.19548
1786024800000,1786028399999,64434.01,64850.0,64362.0,64778.0,781.12724
1786028400000,1786031999999,64778.01,64987.26,64624.29,64631.87,772.83402
1786032000000,1786035599999,64631.88,64778.0,64592.37,64757.99,370.31723
1786035600000,1786039199999,64758.0,64834.0,64548.81,64621.69,293.75208
1786039200000,1786042799999,64621.68,64621.69,64378.67,64418.47,347.29306
1786042800000,1786046399999,64418.48,64474.71,64365.0,64446.0,449.59357
1786046400000,1786049999999,64446.01,64536.32,64439.7,64439.7,195.47529
1786050000000,1786053599999,64439.71,64513.99,64404.74,64440.74,249.73283
1786053600000,1786057199999,64440.74,64450.0,64330.4,64351.49,210.70667
1786057200000,1786060799999,64351.48,64360.01,64200.0,64323.61,395.39675
1786060800000,1786064399999,64323.61,64410.0,64230.59,64317.99,285.45231
1786064400000,1786067999999,64318.0,64476.78,64300.0,64422.55,351.02167
1786068000000,1786071599999,64422.54,64544.0,64252.09,64399.87,388.69448
1786071600000,1786075199999,64399.88,64407.73,64260.0,64289.99,199.96303
1786075200000,1786078799999,64289.99,64364.08,64166.0,64255.13,222.89749
1786078800000,1786082399999,64255.14,64400.0,64177.62,64336.43,321.20596
1786082400000,1786085999999,64336.42,64463.75,64283.91,64304.12,452.26837
1786086000000,1786089599999,64304.12,64436.13,64264.0,64319.84,382.39149
1786089600000,1786093199999,64319.84,64672.1,64304.22,64600.0,433.22408
1786093200000,1786096799999,64600.0,64965.0,64599.99,64839.32,917.15159
1786096800000,1786100399999,64839.32,64916.0,64802.0,64893.98,362.71626
1786100400000,1786103999999,64893.99,65213.33,64893.64,65029.98,652.67441
1786104000000,1786107599999,65029.98,65390.99,64986.26,65292.32,1412.7636
1786107600000,1786111199999,65292.31,65338.0,64984.68,65009.24,1271.25225
1786111200000,1786114799999,65009.23,65275.03,64788.0,64957.98,982.58571
1786114800000,1786118399999,64957.98,65136.17,64894.83,64912.72,468.0279
1786118400000,1786121999999,64912.71,65072.31,64814.0,64814.0,485.33624
1786122000000,1786125599999,64814.01,64828.82,64525.0,64764.33,603.65716
1786125600000,1786129199999,64764.33,64881.13,64676.0,64735.51,225.44204
1786129200000,1786132799999,64735.52,65039.42,64735.52,64960.47,398.55222
1786132800000,1786136399999,64960.46,65053.56,64948.0,64972.0,238.49651
1786136400000,1786139999999,64972.0,65102.0,64928.0,64928.01,187.58406
1786140000000,1786143599999,64928.02,64947.7,64846.0,64888.0,304.11479
1786143600000,1786147199999,64888.0,64923.2,64869.99,64923.19,259.93041
1786147200000,1786150799999,64923.2,64954.0,64784.19,64929.01,432.5947
1786150800000,1786154399999,64929.01,64965.0,64908.97,64911.79,283.12303
1786154400000,1786157999999,64911.8,64957.47,64894.49,64923.97,317.46111
1786158000000,1786161599999,64923.98,65074.18,64918.28,65033.0,277.39242
1786161600000,1786165199999,65033.0,65071.15,64971.18,65013.58,199.83614
1786165200000,1786168799999,65013.58,65018.64,64976.0,64995.39,118.91329
1786168800000,1786172399999,64995.39,65014.0,64959.81,65006.61,298.35674
1786172400000,1786175999999,65006.61,65006.61,64951.34,64960.0,169.03379
1786176000000,1786179599999,64959.99,65020.5,64948.56,64993.87,150.80437
1786179600000,1786183199999,64993.88,65050.0,64992.98,64994.31,303.53576
1786183200000,1786186799999,64994.31,65022.43,64994.31,65005.87,144.30853
1786186800000,1786190399999,65005.88,65024.1,64957.0,64967.35,178.16146
1786190400000,1786193999999,64967.36,65050.55,64924.0,65008.34,234.45077
1786194000000,1786197599999,65008.33,65018.0,65000.0,65015.27,187.85749
1786197600000,1786201199999,65015.27,65192.54,65015.27,65129.02,356.35929
1786201200000,1786204799999,65129.01,65149.57,65061.31,65080.82,186.5848
1786204800000,1786208399999,65080.83,65116.82,65039.0,65086.45,128.83529
1786208400000,1786211999999,65086.46,65150.0,65075.46,65119.75,187.72596
1786212000000,1786215599999,65119.75,65119.75,65025.54,65044.07,168.52013
1786215600000,1786219199999,65044.08,65093.7,65017.39,65075.41,205.39734
1786219200000,1786222799999,65075.4,65100.61,65060.0,65082.41,382.31735
1786222800000,1786226399999,65082.42,65082.42,65000.53,65012.96,216.53129
1786226400000,1786229999999,65012.95,65038.0,64948.17,64950.61,427.30382
1786230000000,1786233599999,64950.62,64975.99,64936.01,64962.6,204.73811
1786233600000,1786237199999,64962.6,64991.93,64958.17,64973.65,214.05253
1786237200000,1786240799999,64973.65,65002.0,64838.33,64861.46,330.74593
1786240800000,1786244399999,64861.46,64863.16,64777.92,64820.01,255.40052
1786244400000,1786247999999,64820.01,64820.01,64730.08,64788.8,153.75776
1786248000000,1786251599999,64788.8,64826.13,64785.0,64785.0,156.31772
1786251600000,1786255199999,64785.01,64801.58,64777.0,64801.58,194.39306
1786255200000,1786258799999,64801.57,64867.11,64801.57,64849.99,216.36529
1786258800000,1786262399999,64850.0,64860.01,64826.14,64826.14,338.38864
1786262400000,1786265999999,64826.15,64960.06,64792.1,64824.16,328.93534
1786266000000,1786269599999,64824.17,64877.86,64809.68,64877.85,149.22124
1786269600000,1786273199999,64877.86,64994.07,64877.85,64959.86,249.48898
1786273200000,1786276799999,64959.87,65000.0,64950.0,64950.0,150.77221
1786276800000,1786280399999,64950.01,64962.41,64914.73,64960.11,166.88575
1786280400000,1786283999999,64960.12,65266.0,64960.11,65219.78,406.90586
1786284000000,1786287599999,65219.78,65300.0,65150.95,65260.01,280.8075
1786287600000,1786291199999,65260.01,65264.0,65214.0,65228.68,364.1864
1786291200000,1786294799999,65228.68,65266.06,65182.36,65232.14,289.41282
1786294800000,1786298399999,65232.15,65239.18,65198.68,65198.68,130.05099
1786298400000,1786301999999,65198.68,65220.0,65192.0,65199.68,83.21999
1786302000000,1786305599999,65199.69,65210.0,65179.72,65180.66,257.6312
1786305600000,1786309199999,65180.66,65181.99,65046.25,65137.96,465.99754
1786309200000,1786312799999,65137.96,65250.0,65115.05,65192.99,485.32235
1786312800000,1786316399999,65192.99,65474.46,64971.41,65077.13,941.55321
1786316400000,1786319999999,65077.13,65108.0,64842.59,64901.59,421.42323
1786320000000,1786323599999,64901.59,65322.58,64826.78,64968.01,556.44925
1786323600000,1786327199999,64968.21,65391.14,64900.0,65189.99,410.26148
1786327200000,1786330799999,65190.0,65220.0,64903.54,65099.99,432.7132
1786330800000,1786334399999,65099.99,65172.0,64904.99,64982.01,335.63049
1786334400000,1786337999999,64982.0,65100.0,64924.0,65006.73,333.49313
1786338000000,1786341599999,65006.74,65159.25,64979.88,65134.0,299.63603
1786341600000,1786345199999,65134.0,65339.7,65130.01,65299.4,433.93661
1786345200000,1786348799999,65299.4,65379.13,65196.53,65202.73,554.01187
1786348800000,1786352399999,65202.72,65328.73,65192.0,65245.58,316.81156
1786352400000,1786355999999,65245.59,65245.59,64958.87,64967.24,389.34609
1786356000000,1786359599999,64967.25,65074.61,64967.24,65013.06,428.4961
1786359600000,1786363199999,65013.07,65130.16,64977.93,65125.98,160.3373
1786363200000,1786366799999,65125.99,65237.8,64850.0,64870.75,596.12387
1786366800000,1786370399999,64870.74,64973.72,64518.01,64561.98,1297.24239
1786370400000,1786373999999,64561.98,64888.32,64544.01,64625.77,650.29814
1786374000000,1786377599999,64625.77,64711.43,64203.15,64299.99,1096.33991
1786377600000,1786381199999,64299.99,64354.0,63830.57,63904.65,1498.06925
1786381200000,1786384799999,63904.65,64027.12,63832.0,63953.04,1290.55418
1786384800000,1786388399999,63953.04,64020.64,63806.27,63889.39,944.06538
1786388400000,1786391999999,63889.39,64101.34,63888.01,64045.7,543.26284
1786392000000,1786395599999,64045.7,64215.21,64023.06,64158.5,286.34235
1786395600000,1786399199999,64158.49,64158.5,63987.0,63987.0,239.68387
1786399200000,1786402799999,63987.0,64055.95,63944.0,64016.0,216.96727
1786402800000,1786406399999,64015.99,64020.0,63920.69,63970.01,328.33621
1786406400000,1786409999999,63970.01,64058.0,63895.64,64040.0,690.26826
1786410000000,1786413599999,64040.01,64080.1,63958.2,64060.8,355.07512
1786413600000,1786417199999,64060.8,64086.0,64030.0,64044.59,263.24469
1786417200000,1786420799999,64044.6,64176.0,64044.59,64155.01,524.13513
1786420800000,1786424399999,64155.0,64159.65,64021.02,64023.51,360.17249
1786424400000,1786427999999,64023.51,64051.93,63964.0,64000.0,217.31247
1786428000000,1786431599999,64000.0,64050.43,63852.0,63969.28,681.87714
1786431600000,1786435199999,63969.29,64108.0,63911.09,64065.99,380.83043
1786435200000,1786438799999,64066.0,64148.78,64044.72,64136.41,168.66039
1786438800000,1786442399999,64136.41,64300.0,64121.51,64300.0,453.24003
1786442400000,1786445999999,64300.0,64312.7,64200.0,64233.23,408.12036
1786446000000,1786449599999,64233.23,64400.0,64233.23,64389.57,538.09782
1786449600000,1786453199999,64389.58,64515.43,64274.57,64330.01,714.43565
1786453200000,1786456799999,64330.0,64368.42,64050.0,64200.28,1390.7479
1786456800000,1786460399999,64200.29,64263.83,63714.75,63770.03,985.02313
1786460400000,1786463999999,63770.03,63868.0,63451.0,63609.87,1286.57237
1786464000000,1786467599999,63609.86,63660.0,63459.54,63512.59,740.82749
